cluster_name,human_time_mean,success_pct,autonomy_mean,ai_time_mean,edu_years_mean,complexity_bin,time_savings_ratio,complexity_score
advise customers of necessary actions and strategies for debt repayment.,2.2727272510528564,0.7337662337662337,3.4805195331573486,17.0,11.409090995788574,medium,0.8753333321444193,-0.34646083139457795
advise customers on plant selection or care.,0.6853793263435364,0.9103448275862069,3.4482758045196533,10.579310417175291,7.08965539932251,low,0.7427383151065807,-1.1880147450249074
advise customers on product usage to improve production.,1.207042217254639,0.7887323943661971,3.6619718074798575,12.471831321716309,8.507041931152344,low,0.8277907330907488,-0.9114481268259752
"advise customers on the selection of medication brands, medical equipment, or healthcare supplies.",1.2883721590042114,0.8837209302325582,3.418604612350464,9.406976699829102,8.465116500854492,low,0.8783092727505615,-0.8683299611678614
advise customers on use and care of merchandise.,0.5969902873039246,0.912621359223301,3.417475700378418,6.451456546783447,6.854369163513184,low,0.8198894051269814,-1.2348753863297623
advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,2.5410714149475098,0.8571428571428571,3.6785714626312256,13.964285850524902,12.642857551574709,medium,0.9084094621899652,-0.2041945532774109
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",4.7305192947387695,0.8181818181818183,3.545454502105713,18.019479751586918,10.935065269470217,high,0.9365133838772275,0.9565707731177919
advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,4.127500057220459,,3.650000095367432,7.625,12.100000381469728,high,0.9692105798736406,0.6368719903693019
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",4.378408908843994,0.6363636363636364,3.545454502105713,13.727272987365724,10.136363983154297,high,0.9477463416766234,0.7698947025052973
"advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",0.9277778267860411,,2.944444417953491,8.94444465637207,8.55555534362793,low,0.8393213619659183,-1.0595039103615687
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",2.9541773796081543,0.8872266973532797,3.583429336547852,20.4637508392334,13.60529327392578,medium,0.8845490740192241,0.014819146172166838
"advise management on organizing, preparing, or implementing recruiting or retention programs.",3.899999856948853,0.8695652173913044,3.69565224647522,16.478260040283203,14.913043022155762,high,0.9295800827149479,0.5162596905010715
"advise management on short-term and long-term financial objectives, policies, and actions.",4.185897350311279,0.7948717948717949,3.64102554321289,25.115385055541992,14.051281929016112,high,0.899999996202828,0.6678321030081216
"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",2.596153736114502,0.9230769230769231,3.653846263885498,14.461538314819336,13.538461685180664,medium,0.9071604908340097,-0.1749919177188495
"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",3.087500095367432,1.0,3.450000047683716,17.5,13.449999809265137,medium,0.9055330663457173,0.08550198228926467
advise or assist in obtaining patents or meeting other legal requirements.,2.6247057914733887,0.6941176470588235,3.2941176891326904,13.952940940856934,14.458823204040527,medium,0.911399968546415,-0.15985466043868451
advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,2.098275899887085,0.8965517241379312,3.5517241954803467,11.224138259887695,11.0,medium,0.9108463424623068,-0.4389485683464741
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",1.1418465375900269,0.8721590909090909,3.4431817531585693,11.494318008422852,8.758522987365723,low,0.8322261700671458,-0.9460124958086547
advise participants in use of heat or ultraviolet treatments and hot baths.,1.1711363792419434,0.9090909090909091,3.545454502105713,7.806818008422852,8.136363983154297,low,0.8888996740431422,-0.9304840911734221
advise patients about recommended courses of treatment.,1.159999966621399,,3.5999999046325684,8.75,12.050000190734863,low,0.8742816055778987,-0.9363882105405341
advise patients about therapeutic exercise and nutritional medicine regimens.,1.5147367715835571,0.9473684210526316,3.8421051502227774,8.578947067260742,8.8421049118042,low,0.9056057436490872,-0.7483197084323459
"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",0.625,0.9583333333333335,3.2916667461395264,6.041666507720947,7.416666507720947,low,0.8388888931274414,-1.2200256593278136
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",1.724268078804016,0.9028727770177839,3.503419876098633,15.389192581176758,8.519835472106934,low,0.851249033620389,-0.6372338595931593
"advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",0.9884615540504456,0.8461538461538461,3.403846263885498,7.32692289352417,8.076923370361328,low,0.8764591490095486,-1.0273316138044755
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",5.635555744171143,0.6666666666666666,3.3777778148651123,17.200000762939453,14.88888931274414,high,0.9491324915597147,1.4363880545984002
advise producers about improved products and techniques that could enhance their animal production efforts.,5.295833110809326,0.8055555555555556,3.5833332538604736,17.76388931274414,11.777777671813965,high,0.9440947598452883,1.2562795180866004
"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",2.2159574031829834,0.8085106382978723,3.0212767124176025,10.521276473999023,14.170212745666504,medium,0.920867338131994,-0.3765581319973042
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.6551020741462708,0.6938775510204082,3.367347002029419,7.336734771728516,8.959183692932129,low,0.8133437250652948,-1.2040666386796948
advise students on academic and vocational curricula and career issues.,4.245028018951416,0.7853107344632768,3.4293785095214844,22.56214714050293,15.412429809570312,high,0.9114173607344209,0.6991810245867337
advise students on academic and vocational curricula and on career issues.,3.3789656162261963,0.7908163265306124,3.565398931503296,21.321428298950195,14.6516695022583,medium,0.8948325675143396,0.24002635967925154
"advise students on academic and vocational curricula, and on career issues.",3.726301670074463,0.7962264150943397,3.4830188751220703,21.93962287902832,15.184906005859377,high,0.9018704298007543,0.424171253757499
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",5.905147075653076,0.75,3.470588207244873,25.91176414489746,16.514705657958984,high,0.926866726566581,1.5793155354347008
"advise students on course selection, career decisions, and other academic and vocational concerns.",1.9363635778427124,0.8636363636363636,3.545454502105713,15.931818008422852,13.795454978942873,medium,0.8628716718395385,-0.5247885698737813
"advise students on internships, prospective employers, and job placement services.",1.9091193675994875,0.7421383647798742,3.5408804416656494,16.41823959350586,14.257862091064451,medium,0.8566682989013408,-0.5392324554246771
"advise students on issues such as course selection, progress toward graduation, and career decisions.",1.8174368143081665,0.7773109243697479,3.336134433746338,14.533613204956056,13.071428298950195,low,0.8667206007701155,-0.5878391977354793
"align, adjust, or calibrate equipment according to specifications.",2.109375,,3.625,19.0,13.5625,medium,0.8498765432098765,-0.4330642307085811
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",3.882399797439575,0.92,3.2799999713897705,21.6200008392334,11.279999732971191,high,0.9071879852357826,0.5069287815493546
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,6.281372547149658,0.7450980392156863,3.745098114013672,18.04901885986328,13.84313678741455,high,0.9521096736836243,1.7787765439614507
analyze and classify risks and investments to determine their potential impacts on companies.,4.128767013549805,0.6301369863013698,3.5753424167633057,15.17123317718506,13.98630142211914,high,0.9387580152969154,0.6375436843569667
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,3.268749952316284,0.6666666666666666,2.9583332538604736,23.08333396911621,15.666666984558104,medium,0.8823029480899928,0.1815940387854332
analyze and evaluate robotic systems or prototypes.,4.447999954223633,,3.7200000286102295,19.18000030517578,14.199999809265137,high,0.9281324921216809,0.8067893339098051
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",3.449414730072021,0.6487804878048781,3.556097507476806,17.38780403137207,13.600000381469728,high,0.9159866944007192,0.2773759076553824
analyze and interpret data to increase the understanding of human social behavior.,2.1437501907348637,0.78125,3.375,10.84375,12.71875,medium,0.9156948568691607,-0.41483975966200126
analyze and interpret news and information received from various sources to broadcast the information.,0.902269959449768,0.47239263803680975,3.122699499130249,3.932515382766724,9.116564750671388,low,0.927358854897395,-1.0730272502992417
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",4.283750057220459,0.625,3.53125,15.21875,14.15625,high,0.9407888345619508,0.7197100354871159
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.957494020462036,0.9403341288782816,3.6587111949920654,11.807875633239746,10.062052726745604,low,0.794465633189335,-1.0437494694498135
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",1.8893749713897705,0.9375,3.25,14.78125,14.75,medium,0.8696107599618219,-0.5497002134025621
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,3.434375047683716,0.875,3.234375,18.046875,14.3125,high,0.9124203833815823,0.2694024171706462
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",4.935555458068848,0.6388888888888888,3.6388888359069824,15.05555534362793,14.527777671813965,high,0.9491595374572127,1.065273460789603
"analyze and record test data to issue reports that use charts, graphs, or narratives.",3.0388965606689453,0.7379310344827588,3.248275756835937,16.15517234802246,13.537931442260742,medium,0.9113978159204699,0.05973416276773839
analyze and report computer network security breaches or attempted breaches.,2.862246036529541,0.7397504456327986,3.4634580612182617,11.848841667175291,13.21212100982666,medium,0.9310049898113001,-0.033919495400232515
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",2.655172348022461,0.8965517241379312,3.206896543502808,14.706896781921388,13.34482765197754,medium,0.9076839789522835,-0.14370240452830707
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,3.03125,0.6666666666666666,3.5833332538604736,12.020833015441896,16.75,medium,0.9339060727673298,0.055680235486521144
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",2.378301858901977,0.6037735849056604,3.169811248779297,9.924528121948242,12.924528121948242,medium,0.930450879726076,-0.29048902897345175
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",5.616892814636231,0.5361050328227572,3.391685009002685,15.445295333862305,13.610503196716309,high,0.9541701083868063,1.4264936507658015
analyze characteristics of animals to identify and classify them.,1.1311888694763184,0.8251748251748252,3.307692289352417,7.902097702026367,7.61188793182373,low,0.8835723795372235,-0.9516628023178008
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",2.9517242908477783,0.7011494252873564,3.367816209793091,14.77011489868164,13.77011489868164,medium,0.9166017698848185,0.013518608076742662
"analyze competitive market strategies through analysis of related product, market, or share trends.",6.356874942779541,0.671875,3.6510417461395264,13.723958015441896,14.75,high,0.9640180693108483,1.8188051574378747
analyze completed police reports to determine what additional information and investigative work is needed.,2.8263158798217773,,3.4210526943206787,13.921052932739258,14.368420600891112,medium,0.9179081324435617,-0.05296835263189877
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",5.323077201843262,0.8205128205128205,3.8717949390411377,16.21794891357422,14.615385055541992,high,0.9492212608778299,1.2707233404370837
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",5.135294437408447,,3.470588207244873,12.588234901428224,14.588234901428224,high,0.9591447155404623,1.1711677749164502
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",3.226142168045044,0.7055837563451778,3.583756446838379,11.73857879638672,13.365482330322266,medium,0.9393569874639675,0.15900494722811429
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,3.984246253967285,0.7534246575342466,3.2876713275909424,15.020547866821287,14.35616397857666,high,0.9371669197912291,0.5609240542593188
analyze customer bills and utility rate structures to select optimal rate structures for customers.,2.1157143115997314,0.5428571428571428,3.400000095367432,14.885714530944824,10.857142448425291,medium,0.8827368889919621,-0.4297033591545687
"analyze data from surveys, old records, or case studies, using statistical software.",2.993571281433105,0.7142857142857143,3.4571428298950195,17.885713577270508,14.742856979370115,medium,0.9004215372666404,0.035704354599315646
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",2.9090147018432617,0.8669950738916257,3.798029661178589,21.95073890686035,12.147783279418944,medium,0.8742372638351196,-0.00912445663314173
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,5.827026844024658,0.6756756756756757,3.4864864349365234,15.486486434936523,15.027027130126951,high,0.9557050080327638,1.5378990408923074
analyze data to determine answers to questions from customers or members of the public.,0.8576647639274597,0.7005988023952096,2.9281437397003174,4.835329532623291,9.251497268676758,low,0.9060369168313674,-1.0966752963739035
analyze data to determine feasibility of product proposals.,6.809821605682373,0.7321428571428571,3.892857074737549,21.696428298950195,12.482142448425291,high,0.9468991760350818,2.0589409404619263
analyze details of sales territories to assess their growth potential and to set quotas.,3.1852941513061523,,3.117647171020508,11.529411315917969,14.235294342041016,medium,0.9396737487536263,0.13734882016514133
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",2.843589782714844,0.8205128205128205,3.5897436141967773,13.038461685180664,14.666666984558104,medium,0.9235798018146126,-0.04381036000971247
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,3.9579999446868896,0.76,3.615999937057495,16.40399932861328,14.336000442504885,high,0.9309247113110181,0.5470092193643076
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",6.243773460388184,0.7169811320754716,3.6226415634155273,18.367923736572266,14.735849380493164,high,0.9509700241018719,1.7588428809500227
analyze employment-related data and prepare required reports.,4.767391204833984,,3.13043475151062,13.5,13.913043022155762,high,0.9528043765798249,0.9761189136108952
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,3.353513240814209,0.7297297297297297,3.5405404567718506,13.689188957214355,10.783783912658691,medium,0.9319659315758324,0.2265324395337556
analyze equipment performance records to assess equipment functioning.,2.212941169738769,0.7882352941176471,3.48235297203064,13.911765098571776,12.388235092163086,medium,0.8952241682637078,-0.37815722884298536
analyze existing development or manufacturing procedures and suggest improvements.,8.625,,3.722222328186035,24.16666603088379,14.38888931274414,high,0.9533011284427366,3.02128225070426
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",4.903764724731445,0.7764705882352942,3.470588207244873,18.352941513061523,13.388235092163086,high,0.9376229538484278,1.0484191746933973
analyze experimental data and interpret results to write reports and summaries of findings.,4.174767971038818,0.6983122362869199,3.386075973510742,19.461498260498047,15.414556503295898,high,0.9223050702238373,0.6619317124653671
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,4.094231128692627,0.6538461538461539,3.5,13.192307472229004,13.84615421295166,high,0.9462971717295241,0.6192340191538787
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",4.241428852081299,0.6428571428571429,3.4642856121063232,15.035714149475098,13.428571701049805,high,0.9409172605355348,0.6972728777222645
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",6.826666831970215,,4.0,25.66666603088379,15.533333778381348,high,0.9373372426528779,2.067871664399539
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,4.601737022399902,0.6837996096291477,3.5211451053619385,19.908588409423828,13.886792182922363,high,0.9278946612532228,0.8882951143249491
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,5.452666759490967,0.6533333333333333,3.493333339691162,17.940000534057617,15.213333129882812,high,0.945164444832335,1.3394269924256796
analyze genetic information to identify patients or families at risk for specific disorders or syndromes.,2.6549999713897705,0.875,3.375,14.729166984558104,12.166666984558104,medium,0.9075381849135008,-0.1437937923252739
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",3.39807677268982,0.5769230769230769,3.230769157409668,17.865385055541992,13.230769157409668,high,0.9123750175436234,0.2501583970641299
analyze information gathered by investigation and report findings and recommendations.,3.4052083492279053,0.8125,3.625,18.04166603088379,12.354166984558104,high,0.9116957310655478,0.2539392985618775
analyze information obtained from management to conceptualize and define operational problems.,4.785013198852539,0.5981432360742706,3.531830310821533,18.702917098999023,13.802387237548828,high,0.9348559195075852,0.9854614514385744
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",8.033899307250977,0.6309523809523809,3.7708332538604736,20.337797164916992,14.619047164916992,high,0.9578083726073067,2.707902245231526
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",1.3412106037139893,0.7397521448999046,3.4480457305908203,10.441849708557127,10.084842681884766,low,0.870243474071829,-0.8403169469801898
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",2.47517728805542,0.5886524822695035,3.517730474472046,12.489361763000488,12.709219932556152,medium,0.9159025778121632,-0.23912921347892063
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",2.032283306121826,0.7944006999125109,3.5756781101226807,14.420931816101074,12.253718376159668,medium,0.8817345677752289,-0.4739354320889898
analyze laboratory findings to check the accuracy of the results.,2.36080002784729,,2.680000066757202,8.180000305175781,13.359999656677246,medium,0.9422512128043675,-0.2997678607849879
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",5.297479152679443,0.6974789915966386,3.5126049518585205,23.31932830810547,17.58823585510254,high,0.9266338836642373,1.257152189387097
analyze market conditions to determine optimum times to execute securities transactions.,2.9437780380249023,0.5777777777777777,3.324444532394409,16.413333892822266,13.342222213745115,medium,0.9070733046626334,0.00930579495764534
"analyze network data to determine network usage, disk space availability, or server function.",2.114520311355591,0.6301369863013698,3.273972511291504,11.568492889404297,12.589040756225586,medium,0.9088170429066259,-0.43033637448957546
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",6.677309989929199,0.696366177498253,3.6621243953704834,23.61058616638184,14.34451389312744,high,0.9410676200396277,1.9886881199537931
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",4.184999942779541,0.52,3.380000114440918,14.93000030517578,14.079999923706056,high,0.9405416148573877,0.6673563303002611
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,3.4504587650299072,0.7706422018348624,3.614678859710693,21.541284561157227,13.761467933654783,high,0.8959496595086802,0.27792941687103645
